record_id,person_id,location_id,location_name,latitude,longitude,timestamp,observation_type,data_source,synthetic_data
SYN-LOC-00195,P008,LOC002,North Railway Junction,13.095,80.28,2026-04-16 21:29:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00117,P008,LOC002,North Railway Junction,13.095,80.28,2026-04-18 06:47:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00718,P009,LOC010,Metro Station,13.075,80.285,2026-04-18 11:17:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00189,P004,LOC005,Market Street,13.07,80.26,2026-04-18 21:44:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00100,P015,LOC003,Industrial Estate,13.06,80.24,2026-04-18 22:48:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00064,P007,LOC003,Industrial Estate,13.06,80.24,2026-04-18 23:28:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00675,P015,LOC006,Old Warehouse District,13.11,80.25,2026-04-19 13:24:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B03-5-P008,P008,LOC003,Industrial Estate,13.06,80.24,2026-04-19 14:09:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B03-5-P012,P012,LOC003,Industrial Estate,13.06,80.24,2026-04-19 14:23:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00207,P009,LOC010,Metro Station,13.075,80.285,2026-04-19 15:23:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00232,P013,LOC009,South Transit Hub,13.03,80.265,2026-04-19 22:36:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00367,P003,LOC005,Market Street,13.07,80.26,2026-04-20 18:48:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00351,P013,LOC009,South Transit Hub,13.03,80.265,2026-04-20 21:43:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00627,P001,LOC005,Market Street,13.07,80.26,2026-04-20 23:09:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00333,P011,LOC006,Old Warehouse District,13.11,80.25,2026-04-21 04:53:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00692,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-21 11:18:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00655,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-21 12:38:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00420,P008,LOC010,Metro Station,13.075,80.285,2026-04-21 16:56:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00579,P006,LOC004,Harbour Road,13.1,80.3,2026-04-21 20:52:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00458,P014,LOC004,Harbour Road,13.1,80.3,2026-04-22 00:41:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00379,P007,LOC003,Industrial Estate,13.06,80.24,2026-04-22 01:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00228,P008,LOC002,North Railway Junction,13.095,80.28,2026-04-22 04:53:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00739,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-22 14:29:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00624,P008,LOC007,Riverbank Road,13.05,80.275,2026-04-22 15:23:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00307,P014,LOC006,Old Warehouse District,13.11,80.25,2026-04-22 23:24:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00332,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-23 00:32:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00646,P009,LOC004,Harbour Road,13.1,80.3,2026-04-23 02:54:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00608,P007,LOC007,Riverbank Road,13.05,80.275,2026-04-23 12:24:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-B05-2-P004,P004,LOC010,Metro Station,13.075,80.285,2026-04-23 14:16:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B05-2-P011,P011,LOC010,Metro Station,13.075,80.285,2026-04-23 14:23:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00486,P005,LOC008,Tech Park Zone,13.04,80.23,2026-04-23 15:36:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00036,P006,LOC004,Harbour Road,13.1,80.3,2026-04-23 22:45:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00239,P011,LOC003,Industrial Estate,13.06,80.24,2026-04-24 06:56:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00607,P011,LOC006,Old Warehouse District,13.11,80.25,2026-04-24 11:53:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00368,P008,LOC002,North Railway Junction,13.095,80.28,2026-04-24 12:00:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00587,P013,LOC008,Tech Park Zone,13.04,80.23,2026-04-24 17:29:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00004,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-24 18:20:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00336,P007,LOC003,Industrial Estate,13.06,80.24,2026-04-24 19:32:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00045,P012,LOC004,Harbour Road,13.1,80.3,2026-04-25 04:40:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00673,P015,LOC008,Tech Park Zone,13.04,80.23,2026-04-25 09:56:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00210,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-25 13:12:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00597,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-25 16:41:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00317,P015,LOC007,Riverbank Road,13.05,80.275,2026-04-25 17:43:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00461,P014,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-25 22:12:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00369,P002,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-26 07:27:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00485,P007,LOC007,Riverbank Road,13.05,80.275,2026-04-26 11:07:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00175,P015,LOC006,Old Warehouse District,13.11,80.25,2026-04-26 12:47:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00492,P002,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-26 18:50:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00594,P015,LOC008,Tech Park Zone,13.04,80.23,2026-04-27 06:59:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00717,P003,LOC010,Metro Station,13.075,80.285,2026-04-27 07:45:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00073,P009,LOC007,Riverbank Road,13.05,80.275,2026-04-27 09:17:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00272,P002,LOC010,Metro Station,13.075,80.285,2026-04-27 12:49:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B04-4-P010,P010,LOC006,Old Warehouse District,13.11,80.25,2026-04-27 14:16:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B04-4-P013,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-27 14:30:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00263,P009,LOC002,North Railway Junction,13.095,80.28,2026-04-28 20:12:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00611,P013,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-29 03:41:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00746,P006,LOC007,Riverbank Road,13.05,80.275,2026-04-29 19:51:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00677,P010,LOC007,Riverbank Road,13.05,80.275,2026-04-30 02:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00022,P005,LOC005,Market Street,13.07,80.26,2026-04-30 06:58:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00006,P007,LOC004,Harbour Road,13.1,80.3,2026-04-30 10:23:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00306,P001,LOC005,Market Street,13.07,80.26,2026-05-01 06:26:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00560,P007,LOC002,North Railway Junction,13.095,80.28,2026-05-01 07:14:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00225,P011,LOC002,North Railway Junction,13.095,80.28,2026-05-01 11:25:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00042,P009,LOC002,North Railway Junction,13.095,80.28,2026-05-01 14:14:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00026,P013,LOC006,Old Warehouse District,13.11,80.25,2026-05-01 22:32:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00727,P012,LOC003,Industrial Estate,13.06,80.24,2026-05-02 09:05:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00404,P001,LOC004,Harbour Road,13.1,80.3,2026-05-02 13:55:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00251,P004,LOC005,Market Street,13.07,80.26,2026-05-03 01:17:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00082,P003,LOC005,Market Street,13.07,80.26,2026-05-04 02:01:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00134,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-04 02:49:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00556,P015,LOC004,Harbour Road,13.1,80.3,2026-05-04 03:48:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00181,P002,LOC004,Harbour Road,13.1,80.3,2026-05-04 07:34:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00277,P008,LOC004,Harbour Road,13.1,80.3,2026-05-04 07:47:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00602,P015,LOC003,Industrial Estate,13.06,80.24,2026-05-04 21:37:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00067,P013,LOC008,Tech Park Zone,13.04,80.23,2026-05-05 10:08:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-B05-3-P004,P004,LOC010,Metro Station,13.075,80.285,2026-05-05 14:18:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B05-3-P011,P011,LOC010,Metro Station,13.075,80.285,2026-05-05 14:33:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00039,P005,LOC003,Industrial Estate,13.06,80.24,2026-05-05 21:42:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00699,P014,LOC008,Tech Park Zone,13.04,80.23,2026-05-06 06:46:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00662,P007,LOC004,Harbour Road,13.1,80.3,2026-05-06 09:30:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00396,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-06 15:50:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00686,P014,LOC006,Old Warehouse District,13.11,80.25,2026-05-06 17:32:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00377,P011,LOC008,Tech Park Zone,13.04,80.23,2026-05-06 18:00:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00185,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-07 04:59:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00599,P010,LOC009,South Transit Hub,13.03,80.265,2026-05-07 07:27:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00539,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-07 09:17:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00511,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-07 21:16:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00558,P003,LOC010,Metro Station,13.075,80.285,2026-05-08 10:54:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00248,P008,LOC005,Market Street,13.07,80.26,2026-05-08 18:06:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00446,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-08 19:17:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00200,P010,LOC005,Market Street,13.07,80.26,2026-05-09 12:06:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-B04-5-P010,P010,LOC006,Old Warehouse District,13.11,80.25,2026-05-09 14:12:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B04-5-P013,P013,LOC006,Old Warehouse District,13.11,80.25,2026-05-09 14:26:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00591,P005,LOC004,Harbour Road,13.1,80.3,2026-05-10 08:33:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00347,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-10 16:40:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00258,P006,LOC004,Harbour Road,13.1,80.3,2026-05-10 17:44:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00443,P001,LOC005,Market Street,13.07,80.26,2026-05-10 21:59:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00621,P015,LOC008,Tech Park Zone,13.04,80.23,2026-05-10 23:22:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00246,P012,LOC009,South Transit Hub,13.03,80.265,2026-05-11 04:02:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00227,P009,LOC007,Riverbank Road,13.05,80.275,2026-05-11 16:29:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00647,P002,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-11 19:49:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00128,P014,LOC003,Industrial Estate,13.06,80.24,2026-05-12 00:58:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00311,P001,LOC010,Metro Station,13.075,80.285,2026-05-12 08:29:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00105,P015,LOC009,South Transit Hub,13.03,80.265,2026-05-12 09:44:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00178,P005,LOC010,Metro Station,13.075,80.285,2026-05-12 21:59:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00584,P002,LOC007,Riverbank Road,13.05,80.275,2026-05-13 01:17:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00029,P011,LOC003,Industrial Estate,13.06,80.24,2026-05-13 02:15:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00109,P003,LOC010,Metro Station,13.075,80.285,2026-05-13 07:43:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00490,P013,LOC006,Old Warehouse District,13.11,80.25,2026-05-13 10:03:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00088,P005,LOC005,Market Street,13.07,80.26,2026-05-13 14:24:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00533,P014,LOC007,Riverbank Road,13.05,80.275,2026-05-14 09:50:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00300,P012,LOC006,Old Warehouse District,13.11,80.25,2026-05-14 19:33:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00238,P013,LOC003,Industrial Estate,13.06,80.24,2026-05-15 03:54:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00735,P013,LOC003,Industrial Estate,13.06,80.24,2026-05-15 06:48:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00741,P010,LOC002,North Railway Junction,13.095,80.28,2026-05-15 21:40:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00152,P002,LOC010,Metro Station,13.075,80.285,2026-05-15 23:39:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00051,P001,LOC010,Metro Station,13.075,80.285,2026-05-16 02:06:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00407,P014,LOC006,Old Warehouse District,13.11,80.25,2026-05-17 11:44:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B05-4-P004,P004,LOC010,Metro Station,13.075,80.285,2026-05-17 14:18:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B05-4-P011,P011,LOC010,Metro Station,13.075,80.285,2026-05-17 14:23:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00561,P015,LOC006,Old Warehouse District,13.11,80.25,2026-05-17 23:09:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00229,P001,LOC005,Market Street,13.07,80.26,2026-05-18 20:44:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00276,P013,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-18 22:22:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00721,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-19 15:19:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00577,P002,LOC010,Metro Station,13.075,80.285,2026-05-19 22:47:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00340,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-20 03:40:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00425,P006,LOC002,North Railway Junction,13.095,80.28,2026-05-20 08:27:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00684,P009,LOC007,Riverbank Road,13.05,80.275,2026-05-20 09:43:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00540,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-20 09:55:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00171,P015,LOC008,Tech Park Zone,13.04,80.23,2026-05-20 14:17:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00163,P003,LOC005,Market Street,13.07,80.26,2026-05-20 19:44:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00570,P007,LOC007,Riverbank Road,13.05,80.275,2026-05-21 20:03:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00020,P007,LOC007,Riverbank Road,13.05,80.275,2026-05-21 23:31:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00513,P012,LOC008,Tech Park Zone,13.04,80.23,2026-05-22 03:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00559,P006,LOC004,Harbour Road,13.1,80.3,2026-05-22 10:26:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00521,P011,LOC003,Industrial Estate,13.06,80.24,2026-05-22 13:33:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00585,P006,LOC002,North Railway Junction,13.095,80.28,2026-05-23 01:11:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00387,P008,LOC002,North Railway Junction,13.095,80.28,2026-05-23 03:53:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00074,P014,LOC003,Industrial Estate,13.06,80.24,2026-05-23 07:58:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00033,P004,LOC010,Metro Station,13.075,80.285,2026-05-23 10:51:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00644,P015,LOC008,Tech Park Zone,13.04,80.23,2026-05-23 16:26:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00552,P006,LOC007,Riverbank Road,13.05,80.275,2026-05-23 16:57:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00658,P003,LOC010,Metro Station,13.075,80.285,2026-05-24 11:31:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00275,P009,LOC007,Riverbank Road,13.05,80.275,2026-05-24 14:19:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00415,P014,LOC006,Old Warehouse District,13.11,80.25,2026-05-24 14:40:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00373,P013,LOC003,Industrial Estate,13.06,80.24,2026-05-25 22:43:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00617,P013,LOC005,Market Street,13.07,80.26,2026-05-26 02:51:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00083,P006,LOC002,North Railway Junction,13.095,80.28,2026-05-26 08:33:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00108,P006,LOC004,Harbour Road,13.1,80.3,2026-05-26 11:30:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00302,P007,LOC002,North Railway Junction,13.095,80.28,2026-05-26 13:02:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00438,P015,LOC006,Old Warehouse District,13.11,80.25,2026-05-26 13:07:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00078,P009,LOC007,Riverbank Road,13.05,80.275,2026-05-26 19:51:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00436,P010,LOC005,Market Street,13.07,80.26,2026-05-27 02:54:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00555,P010,LOC004,Harbour Road,13.1,80.3,2026-05-27 08:00:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00541,P008,LOC002,North Railway Junction,13.095,80.28,2026-05-27 10:57:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00713,P008,LOC007,Riverbank Road,13.05,80.275,2026-05-27 11:12:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00159,P013,LOC003,Industrial Estate,13.06,80.24,2026-05-27 18:50:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00250,P013,LOC004,Harbour Road,13.1,80.3,2026-05-28 12:42:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00489,P009,LOC010,Metro Station,13.075,80.285,2026-05-29 11:47:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B05-5-P004,P004,LOC010,Metro Station,13.075,80.285,2026-05-29 14:10:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B05-5-P011,P011,LOC010,Metro Station,13.075,80.285,2026-05-29 14:16:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00366,P002,LOC001,Central Bus Terminal,13.0827,80.2707,2026-05-29 16:00:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00503,P006,LOC002,North Railway Junction,13.095,80.28,2026-05-30 00:30:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00687,P007,LOC007,Riverbank Road,13.05,80.275,2026-05-30 23:37:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00637,P010,LOC004,Harbour Road,13.1,80.3,2026-05-31 15:38:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00690,P014,LOC008,Tech Park Zone,13.04,80.23,2026-05-31 23:45:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00119,P013,LOC008,Tech Park Zone,13.04,80.23,2026-06-01 09:37:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00668,P009,LOC002,North Railway Junction,13.095,80.28,2026-06-01 11:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00745,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-06-01 19:47:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00472,P007,LOC002,North Railway Junction,13.095,80.28,2026-06-02 01:07:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00093,P003,LOC010,Metro Station,13.075,80.285,2026-06-02 13:51:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00432,P013,LOC003,Industrial Estate,13.06,80.24,2026-06-02 16:42:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00705,P010,LOC007,Riverbank Road,13.05,80.275,2026-06-02 19:32:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00562,P006,LOC003,Industrial Estate,13.06,80.24,2026-06-02 20:21:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00055,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-06-03 05:36:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00194,P008,LOC007,Riverbank Road,13.05,80.275,2026-06-04 06:44:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00002,P001,LOC001,Central Bus Terminal,13.0827,80.2707,2026-06-04 07:34:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00463,P012,LOC002,North Railway Junction,13.095,80.28,2026-06-04 10:28:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00509,P003,LOC003,Industrial Estate,13.06,80.24,2026-06-04 20:54:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00040,P001,LOC005,Market Street,13.07,80.26,2026-06-04 21:47:00,CELL_TOWER,Synthetic Demonstration Dataset,True
